municipio,uf,estado,regiao,populacao,renda_media_mensal,pib_anual_mil_reais,pib_per_capita_reais
Municipio SE-018,SE,Sergipe,Nordeste,8433,1129.12,129161.0,15316.14
Municipio PI-150,PI,Piauí,Nordeste,14116,669.45,173005.64,12256.0
Municipio SP-313,SP,São Paulo,Sudeste,11138,2017.46,416480.66,37392.77
Municipio PE-142,PE,Pernambuco,Nordeste,19413,907.04,320662.84,16517.94
Municipio BA-342,BA,Bahia,Nordeste,7745,1220.96,132779.49,17143.9
Municipio SP-010,SP,São Paulo,Sudeste,36378,1085.07,514813.91,14151.79
Municipio BA-413,BA,Bahia,Nordeste,9575,720.63,112092.74,11706.81
Municipio RN-137,RN,Rio Grande do Norte,Nordeste,13981,781.59,187413.1,13404.84
Municipio SP-541,SP,São Paulo,Sudeste,7913,2225.8,242712.61,30672.64
Municipio SP-189,SP,São Paulo,Sudeste,141812,2197.13,5046160.0,35583.45
Municipio CE-118,CE,Ceará,Nordeste,5033,696.02,58933.24,11709.37
Municipio SC-285,SC,Santa Catarina,Sul,2970,2480.07,111079.98,37400.67
Municipio PE-033,PE,Pernambuco,Nordeste,3175,773.45,41104.76,12946.38
Municipio PE-045,PE,Pernambuco,Nordeste,3525,1036.43,62069.55,17608.38
Municipio SP-528,SP,São Paulo,Sudeste,71009,2487.54,2421966.59,34107.88
Municipio MA-140,MA,Maranhão,Nordeste,2798,868.76,37780.93,13502.83
Municipio AM-018,AM,Amazonas,Norte,3175,929.67,38744.79,12203.08
Municipio AC-008,AC,Acre,Norte,9786,753.61,93840.74,9589.28
Municipio RJ-015,RJ,Rio de Janeiro,Sudeste,75050,1169.5,1243866.09,16573.83
Municipio TO-091,TO,Tocantins,Norte,20486,1219.67,343278.72,16756.75
Municipio PE-058,PE,Pernambuco,Nordeste,46904,779.6,554801.33,11828.44
Municipio SP-322,SP,São Paulo,Sudeste,1409,1501.3,25240.42,17913.71
Municipio MS-065,MS,Mato Grosso do Sul,Centro-Oeste,34186,1574.19,629852.01,18424.27
Municipio PR-342,PR,Paraná,Sul,3179,1050.39,46621.61,14665.5
Municipio CE-044,CE,Ceará,Nordeste,54313,1119.61,842289.2,15508.06
Municipio BA-302,BA,Bahia,Nordeste,25901,548.9,206956.47,7990.29
Municipio BA-314,BA,Bahia,Nordeste,14019,1147.58,271781.56,19386.66
Municipio PR-310,PR,Paraná,Sul,14197,1052.9,265345.38,18690.24
Municipio RS-204,RS,Rio Grande do Sul,Sul,13200,2323.37,481742.16,36495.62
Municipio MA-190,MA,Maranhão,Nordeste,200173,650.12,2213504.2,11057.96
Municipio PA-046,PA,Pará,Norte,41229,859.73,576391.07,13980.23
Municipio RN-141,RN,Rio Grande do Norte,Nordeste,34191,1266.18,823298.28,24079.39
Municipio MA-038,MA,Maranhão,Nordeste,18032,612.22,168917.02,9367.63
Municipio SE-019,SE,Sergipe,Nordeste,9616,917.59,130269.51,13547.16
Municipio SC-147,SC,Santa Catarina,Sul,21142,1807.41,665266.25,31466.57
Municipio RS-150,RS,Rio Grande do Sul,Sul,28847,2176.72,745674.58,25849.29
Municipio GO-211,GO,Goiás,Centro-Oeste,9802,2215.14,369376.48,37683.79
Municipio PA-064,PA,Pará,Norte,8675,1210.39,154893.28,17855.13
Municipio MG-625,MG,Minas Gerais,Sudeste,45223,1216.8,878309.43,19421.74
Municipio PI-137,PI,Piauí,Nordeste,1720,858.82,17916.68,10416.67
Municipio MT-001,MT,Mato Grosso,Centro-Oeste,8459,1526.11,183673.8,21713.42
Municipio BA-220,BA,Bahia,Nordeste,51842,1314.16,1018058.03,19637.71
Municipio SP-454,SP,São Paulo,Sudeste,4899,1391.75,121048.92,24708.9
Municipio ES-045,ES,Espírito Santo,Sudeste,20862,1962.44,717204.44,34378.51
Municipio RS-153,RS,Rio Grande do Sul,Sul,22018,2320.14,679454.8,30859.06
Municipio PR-007,PR,Paraná,Sul,157198,1774.75,5063769.33,32212.68
Municipio PR-370,PR,Paraná,Sul,72442,2521.96,3131913.99,43233.4
Municipio RS-098,RS,Rio Grande do Sul,Sul,34395,1520.54,925488.19,26907.64
Municipio BA-012,BA,Bahia,Nordeste,58676,585.51,449667.69,7663.57
Municipio SP-230,SP,São Paulo,Sudeste,18101,2166.14,608027.81,33590.84
Municipio SP-568,SP,São Paulo,Sudeste,21220,1301.62,306839.47,14459.92
Municipio BA-216,BA,Bahia,Nordeste,27329,627.95,246617.03,9024.0
Municipio MT-064,MT,Mato Grosso,Centro-Oeste,66560,1793.63,1780408.57,26748.93
Municipio PI-094,PI,Piauí,Nordeste,2267,956.92,36380.21,16047.73
Municipio MA-199,MA,Maranhão,Nordeste,6290,894.87,69729.19,11085.72
Municipio CE-109,CE,Ceará,Nordeste,14769,857.65,223073.93,15104.2
Municipio RS-246,RS,Rio Grande do Sul,Sul,26515,1865.55,838327.28,31617.1
Municipio MG-702,MG,Minas Gerais,Sudeste,19946,1236.38,345927.75,17343.21
Municipio PR-260,PR,Paraná,Sul,2222,2492.03,62321.41,28047.44
Municipio SE-041,SE,Sergipe,Nordeste,27180,1077.87,483306.55,17781.7
Municipio BA-130,BA,Bahia,Nordeste,19023,1098.75,381637.51,20061.9
Municipio MG-061,MG,Minas Gerais,Sudeste,62208,2102.66,1607664.18,25843.37
Municipio RS-109,RS,Rio Grande do Sul,Sul,1091,1124.5,19756.73,18108.83
Municipio AC-014,AC,Acre,Norte,1179,869.58,17988.03,15257.02
Municipio BA-085,BA,Bahia,Nordeste,33722,758.2,373143.74,11065.29
Municipio AM-008,AM,Amazonas,Norte,1590,733.23,21958.59,13810.43
Municipio PE-072,PE,Pernambuco,Nordeste,7001,646.16,78088.75,11153.94
Municipio MT-039,MT,Mato Grosso,Centro-Oeste,7089,2010.01,172445.42,24325.78
Municipio SP-071,SP,São Paulo,Sudeste,28408,1890.96,1005754.97,35403.93
Municipio SC-263,SC,Santa Catarina,Sul,72894,2229.73,2364953.39,32443.73
Municipio RS-328,RS,Rio Grande do Sul,Sul,24040,1541.59,701846.62,29194.95
Municipio SP-156,SP,São Paulo,Sudeste,18714,2101.3,735339.82,39293.57
Municipio PB-138,PB,Paraíba,Nordeste,1221,679.9,12647.47,10358.29
Municipio RS-047,RS,Rio Grande do Sul,Sul,2553,1752.87,68973.55,27016.67
Municipio SP-198,SP,São Paulo,Sudeste,1487,1111.78,26296.53,17684.28
Municipio PA-097,PA,Pará,Norte,48978,931.75,689917.12,14086.27
Municipio SP-051,SP,São Paulo,Sudeste,7157,1573.72,163761.6,22881.32
Municipio MA-002,MA,Maranhão,Nordeste,7882,555.58,75160.31,9535.69
Municipio PE-026,PE,Pernambuco,Nordeste,12163,1296.2,285660.62,23486.03
Municipio PR-318,PR,Paraná,Sul,26982,2548.62,1095352.67,40595.68
Municipio MG-758,MG,Minas Gerais,Sudeste,11952,2233.23,378462.02,31665.16
Municipio SP-354,SP,São Paulo,Sudeste,25573,1402.55,389224.37,15220.13
Municipio SP-103,SP,São Paulo,Sudeste,8975,1357.33,197155.77,21967.22
Municipio BA-188,BA,Bahia,Nordeste,12707,668.78,115712.55,9106.21
Municipio PI-136,PI,Piauí,Nordeste,37792,642.52,300959.97,7963.59
Municipio PB-068,PB,Paraíba,Nordeste,19788,784.38,262986.15,13290.18
Municipio MG-826,MG,Minas Gerais,Sudeste,19160,1600.93,447484.29,23355.13
Municipio MG-753,MG,Minas Gerais,Sudeste,6451,1627.45,117997.82,18291.4
Municipio TO-078,TO,Tocantins,Norte,2708,888.61,45667.09,16863.77
Municipio MS-045,MS,Mato Grosso do Sul,Centro-Oeste,8074,1451.28,150533.14,18644.18
Municipio PA-132,PA,Pará,Norte,10022,966.19,161171.65,16081.79
Municipio CE-148,CE,Ceará,Nordeste,1918,1246.72,29264.59,15257.87
Municipio PR-026,PR,Paraná,Sul,9731,1126.95,195817.97,20123.11
Municipio RJ-031,RJ,Rio de Janeiro,Sudeste,65045,1652.5,1792038.76,27550.75
Municipio ES-074,ES,Espírito Santo,Sudeste,21762,1572.47,578846.87,26598.97
Municipio PR-197,PR,Paraná,Sul,21865,2552.95,662482.79,30298.78
Municipio MG-368,MG,Minas Gerais,Sudeste,9938,1218.91,185547.83,18670.54
Municipio MS-009,MS,Mato Grosso do Sul,Centro-Oeste,13547,1808.39,273484.03,20187.79
Municipio SP-538,SP,São Paulo,Sudeste,11965,1768.65,250788.01,20960.13
Municipio MG-550,MG,Minas Gerais,Sudeste,80698,2208.19,1949839.22,24162.18
Municipio BA-335,BA,Bahia,Nordeste,38194,1161.14,789629.86,20674.19
Municipio SC-179,SC,Santa Catarina,Sul,12025,2105.11,405481.3,33719.86
Municipio PI-135,PI,Piauí,Nordeste,28781,1184.76,448710.05,15590.5
Municipio PI-184,PI,Piauí,Nordeste,85248,1067.49,1109726.49,13017.62
Municipio SE-064,SE,Sergipe,Nordeste,14088,696.14,131042.43,9301.71
Municipio PR-348,PR,Paraná,Sul,8691,1752.76,227036.05,26123.12
Municipio RS-307,RS,Rio Grande do Sul,Sul,2363,2334.39,93911.07,39742.31
Municipio SP-101,SP,São Paulo,Sudeste,3903,1623.73,113450.79,29067.59
Municipio SP-428,SP,São Paulo,Sudeste,38551,2442.14,1274935.9,33071.41
Municipio BA-075,BA,Bahia,Nordeste,14558,1171.25,273343.68,18776.18
Municipio BA-313,BA,Bahia,Nordeste,52249,1223.31,1114126.8,21323.41
Municipio TO-018,TO,Tocantins,Norte,35461,1111.91,709237.15,20000.48
Municipio SC-197,SC,Santa Catarina,Sul,13337,2137.99,441291.42,33087.76
Municipio CE-134,CE,Ceará,Nordeste,5871,763.75,61447.16,10466.22
Municipio SP-301,SP,São Paulo,Sudeste,1477,1936.28,44015.64,29800.7
Municipio BA-179,BA,Bahia,Nordeste,7438,811.07,68829.29,9253.74
Municipio PR-275,PR,Paraná,Sul,2573,1036.89,34806.72,13527.68
Municipio PB-054,PB,Paraíba,Nordeste,1627,1186.83,32629.72,20055.14
Municipio RJ-068,RJ,Rio de Janeiro,Sudeste,4376,1462.7,96458.35,22042.58
Municipio RS-053,RS,Rio Grande do Sul,Sul,16804,2271.95,528356.02,31442.28
Municipio MG-785,MG,Minas Gerais,Sudeste,73560,1154.43,1231699.67,16744.15
Municipio SP-260,SP,São Paulo,Sudeste,15307,1585.81,284616.79,18593.9
Municipio SC-054,SC,Santa Catarina,Sul,5787,1138.77,93554.01,16166.24
Municipio RN-010,RN,Rio Grande do Norte,Nordeste,1565,926.75,26892.08,17183.44
Municipio SP-622,SP,São Paulo,Sudeste,1987,1632.95,43072.5,21677.15
Municipio BA-013,BA,Bahia,Nordeste,9928,813.15,138411.15,13941.49
Municipio MG-177,MG,Minas Gerais,Sudeste,7026,1743.43,225628.06,32113.3
Municipio MT-109,MT,Mato Grosso,Centro-Oeste,11383,1020.99,184359.44,16196.03
Municipio PI-144,PI,Piauí,Nordeste,4831,1141.81,82738.68,17126.62
Municipio SP-584,SP,São Paulo,Sudeste,2344,1204.39,40053.58,17087.7
Municipio MG-099,MG,Minas Gerais,Sudeste,25096,2186.0,660260.92,26309.41
Municipio TO-012,TO,Tocantins,Norte,5496,1163.19,113665.15,20681.43
Municipio BA-148,BA,Bahia,Nordeste,5312,1285.23,111398.9,20971.18
Municipio RS-413,RS,Rio Grande do Sul,Sul,17211,1468.09,448447.17,26055.85
Municipio SE-056,SE,Sergipe,Nordeste,13749,1052.2,200336.25,14570.97
Municipio SE-053,SE,Sergipe,Nordeste,52463,1176.07,1170327.29,22307.67
Municipio MG-133,MG,Minas Gerais,Sudeste,10013,1534.41,226630.88,22633.66
Municipio SP-477,SP,São Paulo,Sudeste,65729,1782.89,1267579.3,19284.93
Municipio MT-093,MT,Mato Grosso,Centro-Oeste,23114,1637.98,650573.73,28146.31
Municipio MA-122,MA,Maranhão,Nordeste,15198,558.66,156730.66,10312.58
Municipio SP-446,SP,São Paulo,Sudeste,14531,1478.53,287229.78,19766.69
Municipio MA-209,MA,Maranhão,Nordeste,31084,871.19,482640.14,15526.96
Municipio RS-038,RS,Rio Grande do Sul,Sul,5046,2404.79,193692.72,38385.4
Municipio RS-049,RS,Rio Grande do Sul,Sul,13178,1299.19,317984.34,24129.94
Municipio BA-323,BA,Bahia,Nordeste,7573,1296.56,156251.25,20632.68
Municipio GO-226,GO,Goiás,Centro-Oeste,3874,2050.3,108358.42,27970.68
Municipio RS-080,RS,Rio Grande do Sul,Sul,14665,1455.04,373887.54,25495.23
Municipio MG-703,MG,Minas Gerais,Sudeste,7039,1325.24,135629.92,19268.35
Municipio SC-158,SC,Santa Catarina,Sul,18424,2541.5,577906.63,31367.06
Municipio PI-079,PI,Piauí,Nordeste,8086,920.11,109094.64,13491.79
Municipio MA-059,MA,Maranhão,Nordeste,39279,1122.05,513631.9,13076.5
Municipio PE-006,PE,Pernambuco,Nordeste,6359,769.84,64166.83,10090.71
Municipio PA-098,PA,Pará,Norte,14110,1131.69,277139.62,19641.36
Municipio BA-140,BA,Bahia,Nordeste,53043,1287.93,1158188.01,21834.89
Municipio PR-244,PR,Paraná,Sul,1769,1483.11,33922.01,19175.81
Municipio AM-010,AM,Amazonas,Norte,24207,1256.87,511050.17,21111.67
Municipio SP-537,SP,São Paulo,Sudeste,7925,1030.73,132121.85,16671.53
Municipio MG-223,MG,Minas Gerais,Sudeste,3777,2285.02,98411.03,26055.34
Municipio MG-678,MG,Minas Gerais,Sudeste,10470,1530.79,249102.39,23792.01
Municipio RJ-087,RJ,Rio de Janeiro,Sudeste,9138,1411.08,168633.88,18454.13
Municipio SC-014,SC,Santa Catarina,Sul,26525,1821.51,899365.71,33906.34
Municipio GO-061,GO,Goiás,Centro-Oeste,30312,1619.49,595197.87,19635.72
Municipio MT-074,MT,Mato Grosso,Centro-Oeste,37971,1697.25,1086920.25,28625.01
Municipio BA-009,BA,Bahia,Nordeste,6621,1108.49,127099.17,19196.37
Municipio SC-295,SC,Santa Catarina,Sul,23754,1303.46,558219.9,23500.04
Municipio PR-355,PR,Paraná,Sul,37863,2491.33,1532195.86,40466.84
Municipio BA-182,BA,Bahia,Nordeste,8772,651.65,76467.24,8717.2
Municipio PB-077,PB,Paraíba,Nordeste,5033,946.42,65515.08,13017.1
Municipio SC-038,SC,Santa Catarina,Sul,4891,1107.06,86260.69,17636.62
Municipio CE-084,CE,Ceará,Nordeste,13403,976.6,242749.4,18111.57
Municipio RN-082,RN,Rio Grande do Norte,Nordeste,6570,1026.66,126292.59,19222.62
Municipio PB-008,PB,Paraíba,Nordeste,27854,876.66,447649.14,16071.27
Municipio MG-101,MG,Minas Gerais,Sudeste,1046,1527.64,26457.22,25293.71
Municipio RS-048,RS,Rio Grande do Sul,Sul,58739,1334.51,1364868.1,23236.15
Municipio TO-013,TO,Tocantins,Norte,64461,591.76,668362.54,10368.48
Municipio MG-565,MG,Minas Gerais,Sudeste,9304,2275.84,391678.36,42097.85
Municipio MA-093,MA,Maranhão,Nordeste,36097,1207.24,734093.73,20336.7
Municipio MG-663,MG,Minas Gerais,Sudeste,8803,2009.93,309049.71,35107.32
Municipio SP-318,SP,São Paulo,Sudeste,23032,1015.13,323246.98,14034.69
Municipio PR-120,PR,Paraná,Sul,14776,1318.79,272848.02,18465.62
Municipio GO-183,GO,Goiás,Centro-Oeste,9685,1036.07,157195.37,16230.81
Municipio BA-010,BA,Bahia,Nordeste,8179,798.31,75947.47,9285.67
Municipio BA-196,BA,Bahia,Nordeste,5357,1267.26,114434.79,21361.73
Municipio MA-043,MA,Maranhão,Nordeste,10808,847.76,174494.87,16144.97
Municipio PR-278,PR,Paraná,Sul,106402,1226.9,1934079.08,18177.09
Municipio GO-229,GO,Goiás,Centro-Oeste,14005,1626.46,320271.38,22868.36
Municipio MG-056,MG,Minas Gerais,Sudeste,11953,1321.53,297923.48,24924.58
Municipio GO-033,GO,Goiás,Centro-Oeste,32788,2281.57,1323787.18,40374.14
Municipio MG-553,MG,Minas Gerais,Sudeste,900,2066.53,34815.95,38684.39
Municipio PI-116,PI,Piauí,Nordeste,20893,1042.6,258916.6,12392.5
Municipio SP-280,SP,São Paulo,Sudeste,4078,1772.33,115254.59,28262.53
Municipio SP-222,SP,São Paulo,Sudeste,35125,2011.07,1352655.91,38509.78
Municipio SP-522,SP,São Paulo,Sudeste,43508,1620.61,1081617.82,24860.21
Municipio PR-239,PR,Paraná,Sul,24269,1140.47,489543.41,20171.55
Municipio MG-626,MG,Minas Gerais,Sudeste,9291,2042.35,219941.26,23672.51
Municipio MA-046,MA,Maranhão,Nordeste,78684,769.17,1115785.94,14180.6
Municipio PA-090,PA,Pará,Norte,6265,1238.45,108037.71,17244.65
Municipio PR-115,PR,Paraná,Sul,2123,1860.18,73682.87,34706.96
Municipio PB-058,PB,Paraíba,Nordeste,24511,1282.84,518781.6,21165.26
Municipio PR-222,PR,Paraná,Sul,6902,2108.82,167675.81,24293.8
Municipio SP-290,SP,São Paulo,Sudeste,12598,2161.92,442000.73,35084.99
Municipio MG-230,MG,Minas Gerais,Sudeste,7178,1612.29,168582.63,23486.02
Municipio PB-044,PB,Paraíba,Nordeste,25902,1185.56,345744.94,13348.19
Municipio SE-009,SE,Sergipe,Nordeste,33752,1146.21,526531.29,15600.0
Municipio PR-296,PR,Paraná,Sul,22615,1926.19,617638.05,27310.99
Municipio SP-172,SP,São Paulo,Sudeste,60921,1142.34,989995.37,16250.48
Municipio SP-460,SP,São Paulo,Sudeste,19408,1110.46,346284.58,17842.36
Municipio RJ-030,RJ,Rio de Janeiro,Sudeste,11012,2442.42,421236.72,38252.52
Municipio MG-491,MG,Minas Gerais,Sudeste,77383,2018.07,1734530.64,22414.88
Municipio RJ-012,RJ,Rio de Janeiro,Sudeste,12927,1796.26,377198.75,29179.14
Municipio ES-041,ES,Espírito Santo,Sudeste,6247,2346.28,210824.74,33748.16
Municipio MA-128,MA,Maranhão,Nordeste,20602,546.0,146033.62,7088.32
Municipio PB-012,PB,Paraíba,Nordeste,6245,1210.09,138951.16,22249.99
Municipio PI-215,PI,Piauí,Nordeste,28679,1145.32,520835.31,18160.86
Municipio SP-075,SP,São Paulo,Sudeste,2448,2293.72,82962.9,33890.07
Municipio MG-666,MG,Minas Gerais,Sudeste,11734,1757.06,374296.11,31898.42
Municipio SP-086,SP,São Paulo,Sudeste,26367,2070.06,745974.43,28291.97
Municipio AP-015,AP,Amapá,Norte,78540,1231.91,1269598.64,16164.99
Municipio TO-059,TO,Tocantins,Norte,15457,1219.39,266808.77,17261.36
Municipio MA-198,MA,Maranhão,Nordeste,19726,534.28,136085.57,6898.79
Municipio MG-204,MG,Minas Gerais,Sudeste,4640,1444.99,109030.63,23497.98
Municipio RS-279,RS,Rio Grande do Sul,Sul,2983,1024.3,57399.75,19242.29
Municipio PR-227,PR,Paraná,Sul,69373,1911.28,2218948.98,31985.77
Municipio MG-424,MG,Minas Gerais,Sudeste,10451,1424.13,175572.37,16799.58
Municipio MT-026,MT,Mato Grosso,Centro-Oeste,34669,1410.98,798297.72,23026.27
Municipio PB-146,PB,Paraíba,Nordeste,11609,686.48,117934.46,10158.88
Municipio SC-167,SC,Santa Catarina,Sul,8486,1437.08,222822.53,26257.66
Municipio MG-557,MG,Minas Gerais,Sudeste,8922,2169.62,267663.11,30000.35
Municipio RN-127,RN,Rio Grande do Norte,Nordeste,3238,861.48,45154.88,13945.3
Municipio PA-121,PA,Pará,Norte,36727,731.58,455620.98,12405.61
Municipio MA-172,MA,Maranhão,Nordeste,8134,688.08,83540.51,10270.53
Municipio PR-245,PR,Paraná,Sul,58013,2102.3,1434571.13,24728.44
Municipio BA-306,BA,Bahia,Nordeste,133041,832.34,1269276.8,9540.49
Municipio MG-846,MG,Minas Gerais,Sudeste,97408,1011.54,1068266.5,10966.93
Municipio AM-055,AM,Amazonas,Norte,30214,1020.56,585851.52,19390.07
Municipio SP-384,SP,São Paulo,Sudeste,15576,1260.36,275109.39,17662.39
Municipio SP-369,SP,São Paulo,Sudeste,10974,1787.04,334131.67,30447.57
Municipio SP-599,SP,São Paulo,Sudeste,780,2073.38,21743.93,27876.83
Municipio PE-171,PE,Pernambuco,Nordeste,15096,903.03,168260.56,11146.04
Municipio CE-060,CE,Ceará,Nordeste,3500,736.63,31486.45,8996.13
Municipio MG-776,MG,Minas Gerais,Sudeste,1736,2078.75,65558.63,37764.19
Municipio MG-509,MG,Minas Gerais,Sudeste,6071,1388.41,132612.73,21843.64
Municipio SP-413,SP,São Paulo,Sudeste,175384,2113.48,5989659.28,34151.69
Municipio MG-831,MG,Minas Gerais,Sudeste,119390,1040.19,1383536.04,11588.37
Municipio BA-285,BA,Bahia,Nordeste,20445,981.47,350708.39,17153.75
Municipio SC-261,SC,Santa Catarina,Sul,13493,2451.37,457592.54,33913.33
Municipio SC-264,SC,Santa Catarina,Sul,15192,1419.27,368137.08,24232.3
Municipio MA-213,MA,Maranhão,Nordeste,19906,575.46,188893.58,9489.28
Municipio PI-060,PI,Piauí,Nordeste,2737,1283.85,45282.75,16544.67
Municipio PI-018,PI,Piauí,Nordeste,5636,1173.65,112889.21,20030.02
Municipio PR-165,PR,Paraná,Sul,6369,1211.96,83903.58,13173.74
Municipio RS-256,RS,Rio Grande do Sul,Sul,5556,1078.98,112479.55,20244.7
Municipio BA-410,BA,Bahia,Nordeste,1498,1266.2,36186.99,24156.87
Municipio PE-075,PE,Pernambuco,Nordeste,30283,1231.85,714441.89,23592.18
Municipio GO-157,GO,Goiás,Centro-Oeste,3138,1294.71,50021.02,15940.41
Municipio SP-099,SP,São Paulo,Sudeste,5596,1032.37,78638.78,14052.68
Municipio PA-100,PA,Pará,Norte,54374,1215.53,774682.6,14247.3
Municipio PR-289,PR,Paraná,Sul,8391,1263.66,164350.57,19586.53
Municipio BA-038,BA,Bahia,Nordeste,16603,740.36,219961.97,13248.33
Municipio MG-672,MG,Minas Gerais,Sudeste,40911,2237.94,1678386.66,41025.31
Municipio SC-016,SC,Santa Catarina,Sul,2967,1031.31,35646.53,12014.33
Municipio SP-572,SP,São Paulo,Sudeste,4976,1110.4,72444.05,14558.69
Municipio MG-170,MG,Minas Gerais,Sudeste,3537,1852.27,82618.76,23358.43
Municipio SP-307,SP,São Paulo,Sudeste,56316,1801.87,1194062.17,21202.89
Municipio SC-177,SC,Santa Catarina,Sul,7827,1057.16,91736.21,11720.48
Municipio RS-225,RS,Rio Grande do Sul,Sul,4110,1591.54,84281.5,20506.45
Municipio PR-337,PR,Paraná,Sul,1142,1524.06,22732.72,19906.06
Municipio PI-088,PI,Piauí,Nordeste,4710,1099.06,67424.33,14315.14
Municipio PB-004,PB,Paraíba,Nordeste,50306,1209.1,805560.67,16013.21
Municipio MA-082,MA,Maranhão,Nordeste,792,784.79,9488.22,11980.08
Municipio MG-437,MG,Minas Gerais,Sudeste,20280,2398.4,829591.66,40906.89
Municipio MT-024,MT,Mato Grosso,Centro-Oeste,27083,1382.79,684833.46,25286.47
Municipio SP-256,SP,São Paulo,Sudeste,49731,2004.29,1113818.04,22396.86
Municipio PB-203,PB,Paraíba,Nordeste,63628,752.45,773459.42,12155.96
Municipio SC-123,SC,Santa Catarina,Sul,4679,1338.22,84231.35,18002.0
Municipio MG-603,MG,Minas Gerais,Sudeste,11032,2410.68,429172.5,38902.51
Municipio PE-118,PE,Pernambuco,Nordeste,1695,1282.55,33762.11,19918.65
Municipio MG-800,MG,Minas Gerais,Sudeste,47249,1937.12,1018948.71,21565.51
Municipio RS-281,RS,Rio Grande do Sul,Sul,26026,1464.14,621235.22,23869.79
Municipio GO-107,GO,Goiás,Centro-Oeste,26072,2313.07,851902.77,32675.01
Municipio PR-242,PR,Paraná,Sul,10972,1602.87,249465.4,22736.55
Municipio PR-226,PR,Paraná,Sul,50305,2221.61,1296632.46,25775.42
Municipio RS-205,RS,Rio Grande do Sul,Sul,41543,1821.43,1274093.3,30669.27
Municipio RS-373,RS,Rio Grande do Sul,Sul,69424,2003.41,2386883.36,34381.24
Municipio MA-097,MA,Maranhão,Nordeste,780,768.14,10636.32,13636.31
Municipio CE-156,CE,Ceará,Nordeste,12376,597.36,128533.15,10385.68
Municipio SP-420,SP,São Paulo,Sudeste,959,1068.77,13145.62,13707.63
Municipio CE-088,CE,Ceará,Nordeste,28319,1175.45,457753.14,16164.17
Municipio AM-053,AM,Amazonas,Norte,3247,1089.48,59617.88,18360.91
Municipio RO-050,RO,Rondônia,Norte,90442,715.04,981371.32,10850.84
Municipio SP-457,SP,São Paulo,Sudeste,16877,1211.88,226576.01,13425.14
Municipio RS-295,RS,Rio Grande do Sul,Sul,28211,1536.13,726586.77,25755.44
Municipio SP-142,SP,São Paulo,Sudeste,27946,1086.71,460143.46,16465.45
Municipio MG-475,MG,Minas Gerais,Sudeste,38373,2132.44,1058926.13,27595.6
Municipio MG-554,MG,Minas Gerais,Sudeste,8770,1189.75,190187.02,21686.09
Municipio AL-022,AL,Alagoas,Nordeste,27249,1320.17,678552.0,24901.9
Municipio SC-260,SC,Santa Catarina,Sul,1133,1531.66,33269.86,29364.4
Municipio ES-027,ES,Espírito Santo,Sudeste,5161,1008.11,90977.52,17627.89
Municipio GO-209,GO,Goiás,Centro-Oeste,53036,1243.1,1025908.35,19343.62
Municipio MG-591,MG,Minas Gerais,Sudeste,168315,2029.8,4498151.02,26724.6
Municipio BA-346,BA,Bahia,Nordeste,3859,1048.97,65844.22,17062.51
Municipio BA-370,BA,Bahia,Nordeste,3937,730.71,46167.3,11726.52
Municipio BA-214,BA,Bahia,Nordeste,163923,929.66,2101451.62,12819.75
Municipio PI-048,PI,Piauí,Nordeste,15623,893.91,187613.38,12008.79
Municipio RJ-067,RJ,Rio de Janeiro,Sudeste,74713,2253.93,2678755.25,35853.94
Municipio PE-086,PE,Pernambuco,Nordeste,33503,951.63,573829.17,17127.7
Municipio PR-188,PR,Paraná,Sul,25785,2282.43,654855.52,25396.76
Municipio MT-118,MT,Mato Grosso,Centro-Oeste,17813,2037.59,668022.1,37501.94
Municipio BA-262,BA,Bahia,Nordeste,3403,775.49,31484.85,9252.09
Municipio MG-635,MG,Minas Gerais,Sudeste,4815,2143.71,191415.46,39753.99
Municipio MG-199,MG,Minas Gerais,Sudeste,5507,2080.56,200749.68,36453.55
Municipio SP-429,SP,São Paulo,Sudeste,34866,1116.13,721070.43,20681.19
Municipio TO-035,TO,Tocantins,Norte,20857,864.91,283965.41,13614.87
Municipio SC-212,SC,Santa Catarina,Sul,5678,1379.74,112260.65,19771.16
Municipio SP-109,SP,São Paulo,Sudeste,212850,1622.77,6373146.11,29941.96
Municipio TO-105,TO,Tocantins,Norte,3300,928.67,44961.03,13624.55
Municipio MA-203,MA,Maranhão,Nordeste,69910,954.92,1061084.36,15177.86
Municipio MG-784,MG,Minas Gerais,Sudeste,2612,2277.11,87652.49,33557.61
Municipio MG-765,MG,Minas Gerais,Sudeste,8635,1606.47,194990.91,22581.46
Municipio SC-125,SC,Santa Catarina,Sul,43978,1956.66,1458289.93,33159.53
Municipio PR-397,PR,Paraná,Sul,2381,1687.4,49265.41,20691.06
Municipio MG-495,MG,Minas Gerais,Sudeste,968,2166.24,22940.38,23698.74
Municipio PI-003,PI,Piauí,Nordeste,3197,533.63,23970.55,7497.83
Municipio RS-254,RS,Rio Grande do Sul,Sul,1738,1939.79,44100.7,25374.4
Municipio MA-101,MA,Maranhão,Nordeste,21359,729.59,256151.25,11992.66
Municipio CE-031,CE,Ceará,Nordeste,8950,1108.54,146247.16,16340.46
Municipio RN-126,RN,Rio Grande do Norte,Nordeste,6359,1171.6,130869.91,20580.27
Municipio PB-108,PB,Paraíba,Nordeste,25021,921.29,438285.08,17516.69
Municipio AL-027,AL,Alagoas,Nordeste,1616,883.3,22733.66,14067.86
