municipio,uf,estado,regiao,populacao,renda_media_mensal,pib_anual_mil_reais,pib_per_capita_reais
Cachoeira Grande Menor,PR,Paraná,Sul,10873,1482.48,199195.91,18320.23
Vale Esperança,MG,Minas Gerais,Sudeste,29032,2067.15,963516.89,33188.1
Palmeira Grande da Mata,SP,São Paulo,Sudeste,30881,2253.04,1065863.7,34515.19
Cruz Dourado Menor,AC,Acre,Norte,21624,780.97,253074.47,11703.41
Nova Formosa do Oeste,AL,Alagoas,Nordeste,7359,1260.88,148458.32,20173.71
Vila Azul da Mata,PR,Paraná,Sul,34837,2533.36,1143696.34,32829.93
Cruz Vista do Cerrado,MG,Minas Gerais,Sudeste,31735,2066.86,882859.9,27819.75
Boa Grande Maior,CE,Ceará,Nordeste,24082,1051.75,328815.03,13653.98
Porto do Vale das Palmeiras,AM,Amazonas,Norte,37603,585.8,376478.58,10011.93
Ribeirão Branco do Oeste,PE,Pernambuco,Nordeste,24007,970.56,409323.77,17050.18
Lagoa dos Campos das Palmeiras,PI,Piauí,Nordeste,22330,661.15,181191.35,8114.26
Pinheiro Preto,MG,Minas Gerais,Sudeste,8646,1015.83,120139.08,13895.34
Novo Alegre das Palmeiras,CE,Ceará,Nordeste,10200,763.01,106554.01,10446.47
Santa Bonita do Cerrado,RS,Rio Grande do Sul,Sul,21001,1882.67,535837.81,25514.87
São Branco de Minas,MG,Minas Gerais,Sudeste,11458,1137.61,249886.44,21808.91
Serra Feliz Colonial,SP,São Paulo,Sudeste,15065,2288.92,583712.58,38746.27
Bela Formosa da Mata,SE,Sergipe,Nordeste,2360,1247.91,42483.03,18001.28
Alto Feliz,MT,Mato Grosso,Centro-Oeste,15811,1625.32,426215.64,26956.91
Rio Azul do Campo,BA,Bahia,Nordeste,15166,926.02,153939.11,10150.28
Novo da Serra Colonial,MG,Minas Gerais,Sudeste,16153,1178.31,209291.9,12956.84
Vila Branco Maior,AL,Alagoas,Nordeste,19190,1116.24,252100.33,13137.07
Coração Redonda do Cerrado,MG,Minas Gerais,Sudeste,17097,1286.85,402173.85,23523.07
Serra Aurora do Cerrado,RS,Rio Grande do Sul,Sul,6102,2503.01,167069.63,27379.49
Nova do Vale das Palmeiras,PR,Paraná,Sul,2148,1927.06,47968.05,22331.49
Alto Verde Paulista,CE,Ceará,Nordeste,22170,1041.62,299349.34,13502.45
Porto Redonda do Leste,RS,Rio Grande do Sul,Sul,48974,2376.51,1884818.53,38486.11
Alto do Norte do Campo,PR,Paraná,Sul,111327,1967.17,4046888.68,36351.37
Novo Bonita do Leste,MS,Mato Grosso do Sul,Centro-Oeste,5378,2043.34,162731.38,30258.72
Santa Dourado das Palmeiras,PB,Paraíba,Nordeste,2352,668.96,21027.82,8940.4
Cachoeira Grande da Mata,SE,Sergipe,Nordeste,19142,1254.09,309903.1,16189.69
Lagoa União das Palmeiras,MT,Mato Grosso,Centro-Oeste,6849,2240.36,274514.84,40081.01
Rio do Norte das Palmeiras,MA,Maranhão,Nordeste,19335,949.02,347418.21,17968.36
Coração dos Campos Paulista,PI,Piauí,Nordeste,4347,530.01,30944.56,7118.6
Santo Vitória do Cerrado,RS,Rio Grande do Sul,Sul,915,2274.88,27373.4,29916.28
Aracê Preto do Leste,PR,Paraná,Sul,19177,2046.83,698811.66,36440.09
Bela Bonito Colonial,RN,Rio Grande do Norte,Nordeste,38740,1240.12,831660.85,21467.76
Vila Preto,CE,Ceará,Nordeste,29119,589.57,257873.81,8855.86
Rio Formosa Central,AM,Amazonas,Norte,42082,1033.28,744570.32,17693.32
Vale Claro Central,BA,Bahia,Nordeste,7139,766.4,70697.8,9903.04
Vale da Serra Colonial,MG,Minas Gerais,Sudeste,9674,2173.8,239095.5,24715.27
Pinheiro dos Campos Paulista,GO,Goiás,Centro-Oeste,26101,1562.72,659846.9,25280.52
Coração Belo do Cerrado,RS,Rio Grande do Sul,Sul,8358,2473.88,289087.99,34588.18
Vale União Colonial,PI,Piauí,Nordeste,17004,1076.19,298946.63,17580.96
Rio Branco do Oeste,SP,São Paulo,Sudeste,3411,2353.1,90255.18,26460.04
Coração Bonita Central,GO,Goiás,Centro-Oeste,11125,1085.33,208616.35,18752.03
Santa do Sul de Minas,BA,Bahia,Nordeste,19095,1080.17,281697.65,14752.43
Porto Formosa da Mata,SP,São Paulo,Sudeste,14086,1046.01,263916.49,18736.08
Vale Novo do Campo,MG,Minas Gerais,Sudeste,6689,1164.53,98269.97,14691.28
Campo do Sul Colonial,RS,Rio Grande do Sul,Sul,1883,1123.41,38419.72,20403.46
Pinheiro Alegre de Minas,MG,Minas Gerais,Sudeste,4004,1216.92,53489.38,13358.99
Rio Claro do Leste,MG,Minas Gerais,Sudeste,8812,1446.52,228520.9,25932.92
Vale Bonita Paulista,MT,Mato Grosso,Centro-Oeste,19437,1678.13,472369.11,24302.57
Barra Real do Cerrado,PE,Pernambuco,Nordeste,127148,1240.23,2256828.05,17749.62
Rio Azul Paulista,MG,Minas Gerais,Sudeste,71326,2148.91,1808013.15,25348.58
Vale Claro,SP,São Paulo,Sudeste,22500,1627.97,567098.5,25204.38
Cruz Bonita do Cerrado,RS,Rio Grande do Sul,Sul,2961,1912.11,72791.35,24583.37
Boa Claro Menor,PR,Paraná,Sul,54400,1768.0,1454433.22,26735.9
Cachoeira da Serra do Campo,SP,São Paulo,Sudeste,42972,1005.82,731091.7,17013.21
Cachoeira Dourado Central,MG,Minas Gerais,Sudeste,2041,1035.87,34058.49,16687.16
Cruz Real do Cerrado,AM,Amazonas,Norte,34662,969.02,432552.32,12479.15
Novo Redonda Colonial,PE,Pernambuco,Nordeste,38548,675.91,391712.57,10161.68
Cachoeira Branco,PI,Piauí,Nordeste,6305,1243.85,90956.53,14426.1
Bela da Serra Central,ES,Espírito Santo,Sudeste,5454,1265.76,75533.52,13849.2
Novo Formosa Colonial,BA,Bahia,Nordeste,9406,1133.52,204639.89,21756.31
Santo Bonita Paulista,SP,São Paulo,Sudeste,7562,1311.51,124070.03,16407.04
Pinheiro Preto do Leste,GO,Goiás,Centro-Oeste,2611,2215.63,75574.7,28944.73
Santa dos Campos do Oeste,SE,Sergipe,Nordeste,1204,779.13,16047.63,13328.6
Pinheiro Belo da Mata,MG,Minas Gerais,Sudeste,4308,1106.09,70768.06,16427.13
Barra das Flores Colonial,MG,Minas Gerais,Sudeste,22087,1708.24,461143.09,20878.48
Santa Claro das Palmeiras,PR,Paraná,Sul,5031,2206.35,193872.17,38535.51
Cruz Real da Mata,SE,Sergipe,Nordeste,34058,742.88,374899.95,11007.69
Santa do Vale da Mata,TO,Tocantins,Norte,28866,1287.7,471896.16,16347.82
Santo Preto de Minas,RO,Rondônia,Norte,3129,1127.22,54333.99,17364.65
Porto Preto Maior,BA,Bahia,Nordeste,5346,832.16,66101.55,12364.67
Palmeira Novo de Minas,RN,Rio Grande do Norte,Nordeste,42789,586.99,359653.57,8405.28
Serra do Norte Central,SP,São Paulo,Sudeste,17514,2203.36,499348.84,28511.41
Alto do Vale Central,SP,São Paulo,Sudeste,12380,1034.62,227638.6,18387.61
Monte Esperança,SP,São Paulo,Sudeste,30555,2306.17,1034910.77,33870.42
Cachoeira Real de Minas,BA,Bahia,Nordeste,61427,724.24,577861.07,9407.28
Ribeirão Vista Central,MG,Minas Gerais,Sudeste,140968,1855.28,4236736.74,30054.6
Santa Vitória Menor,MG,Minas Gerais,Sudeste,7899,1168.13,116633.17,14765.56
Jaboti Esperança de Minas,RS,Rio Grande do Sul,Sul,30317,1090.16,506805.17,16716.86
Cachoeira Verde de Minas,MA,Maranhão,Nordeste,12989,1321.32,294952.57,22707.87
Alto Azul Central,BA,Bahia,Nordeste,10379,1047.81,198420.11,19117.46
Porto Esperança Maior,MG,Minas Gerais,Sudeste,29736,2032.99,1062552.01,35732.85
Alto Novo do Cerrado,RS,Rio Grande do Sul,Sul,27643,1369.53,602400.59,21792.16
Bela Belo Central,SP,São Paulo,Sudeste,21852,1842.79,522805.24,23924.82
Coração do Sul,MG,Minas Gerais,Sudeste,7082,1221.91,157971.89,22306.11
Porto Dourado de Minas,AL,Alagoas,Nordeste,14263,789.04,212406.91,14892.16
Aracê Feliz Menor,PI,Piauí,Nordeste,35502,816.53,372953.25,10505.13
Lagoa Alegre do Oeste,MG,Minas Gerais,Sudeste,6540,1259.57,94406.14,14435.19
Coração do Sul de Minas,MG,Minas Gerais,Sudeste,1793,1497.61,51491.94,28718.32
Palmeira Formosa,RS,Rio Grande do Sul,Sul,6672,1066.69,124585.29,18672.86
Monte Formosa Menor,PR,Paraná,Sul,8105,2492.65,226478.23,27943.03
Lagoa Vitória das Palmeiras,RN,Rio Grande do Norte,Nordeste,6980,676.22,79204.65,11347.37
Cachoeira Bonito do Leste,CE,Ceará,Nordeste,22757,964.99,384997.97,16917.78
Ipê do Sul Colonial,MG,Minas Gerais,Sudeste,30829,1519.63,587046.8,19042.03
Cruz do Vale Central,BA,Bahia,Nordeste,6434,960.19,116104.13,18045.4
São do Norte de Minas,CE,Ceará,Nordeste,6227,930.45,67613.03,10858.04
Serra Aurora Central,SC,Santa Catarina,Sul,14047,2258.88,581648.39,41407.3
Vila Redonda Paulista,RS,Rio Grande do Sul,Sul,9099,2362.47,369210.3,40577.02
Coração do Norte,MG,Minas Gerais,Sudeste,3128,1051.7,46475.59,14857.93
Porto do Norte das Palmeiras,MG,Minas Gerais,Sudeste,2738,1541.51,65909.03,24071.96
Campo Alegre das Palmeiras,PB,Paraíba,Nordeste,29175,1110.93,451622.03,15479.76
Lagoa Esperança Colonial,PE,Pernambuco,Nordeste,82704,594.64,545483.37,6595.61
Vila Branco do Oeste,SC,Santa Catarina,Sul,16465,1150.6,220381.14,13384.82
Porto do Vale Paulista,MG,Minas Gerais,Sudeste,158240,2017.75,5405053.05,34157.31
Lagoa das Flores Central,RJ,Rio de Janeiro,Sudeste,7768,1973.71,287694.83,37035.89
Alto Real do Campo,SP,São Paulo,Sudeste,13632,1711.08,414195.43,30384.05
Bela Aurora,PI,Piauí,Nordeste,36841,754.15,464874.4,12618.4
Cruz Preto de Minas,SP,São Paulo,Sudeste,3738,2124.03,142431.64,38103.7
Aracê Preto Maior,RO,Rondônia,Norte,18578,628.87,131979.53,7104.08
Barra Bonita Colonial,SP,São Paulo,Sudeste,10423,1836.89,263724.67,25302.18
Jaboti das Flores Paulista,BA,Bahia,Nordeste,13657,908.32,153801.68,11261.75
Pinheiro Preto da Mata,SP,São Paulo,Sudeste,8742,1872.19,254297.72,29089.19
Pinheiro Claro Paulista,MG,Minas Gerais,Sudeste,3638,2354.32,135248.46,37176.6
Pinheiro Real Central,RN,Rio Grande do Norte,Nordeste,4828,771.93,59529.7,12330.1
Pinheiro Azul Central,MG,Minas Gerais,Sudeste,5550,1329.88,137239.44,24727.83
Vale Feliz Maior,MT,Mato Grosso,Centro-Oeste,4766,1857.31,158236.83,33201.18
Novo Dourado Colonial,MG,Minas Gerais,Sudeste,9764,1679.08,193773.78,19845.74
Aracê Verde,RS,Rio Grande do Sul,Sul,13353,1995.0,291338.43,21818.2
Jaboti Alegre de Minas,SP,São Paulo,Sudeste,10584,1194.55,200903.69,18981.83
Monte Branco da Mata,SC,Santa Catarina,Sul,17696,1759.59,529412.9,29917.09
Ribeirão do Vale Central,RN,Rio Grande do Norte,Nordeste,187895,1151.09,4147229.47,22072.06
Nova Formosa do Cerrado,RS,Rio Grande do Sul,Sul,40620,1175.82,545573.57,13431.16
Jaboti Bonita Central,PA,Pará,Norte,1783,896.96,19179.53,10756.89
Ipê União do Cerrado,RS,Rio Grande do Sul,Sul,226487,1266.88,4667423.62,20607.91
São Bonito Central,PI,Piauí,Nordeste,45162,581.08,368043.04,8149.4
Novo Esperança do Oeste,SC,Santa Catarina,Sul,14574,1254.81,220371.98,15120.9
Vale Claro do Leste,PR,Paraná,Sul,1766,1686.45,46481.95,26320.47
Palmeira Vitória,RS,Rio Grande do Sul,Sul,50656,1832.22,1012399.86,19985.78
Novo Aurora Central,PI,Piauí,Nordeste,13034,739.67,180584.12,13854.85
Lagoa Branco Menor,PB,Paraíba,Nordeste,3555,858.04,39796.14,11194.41
Lagoa do Norte do Campo,BA,Bahia,Nordeste,20515,883.31,216929.98,10574.21
Serra dos Campos Menor,RO,Rondônia,Norte,18180,801.68,254730.12,14011.56
Barra Bonita do Leste,PB,Paraíba,Nordeste,21698,738.83,260798.35,12019.46
Ribeirão Vitória Maior,MG,Minas Gerais,Sudeste,3783,1019.83,66446.65,17564.54
Vila Real Central,CE,Ceará,Nordeste,3670,602.04,24055.47,6554.62
Vila Dourado Paulista,CE,Ceará,Nordeste,16349,1175.5,337736.35,20657.92
Aracê Vitória,MG,Minas Gerais,Sudeste,9841,1920.55,267160.2,27147.67
Vale do Vale Paulista,BA,Bahia,Nordeste,11410,978.32,171631.06,15042.16
Jaboti dos Campos,GO,Goiás,Centro-Oeste,35432,1650.12,721600.56,20365.79
Bela Redonda Maior,PR,Paraná,Sul,14688,2091.77,508882.07,34646.11
Serra Vitória Menor,GO,Goiás,Centro-Oeste,6032,2207.38,154811.39,25665.02
Palmeira Novo da Mata,SC,Santa Catarina,Sul,978,2278.02,29912.25,30585.12
Ribeirão Aurora do Oeste,PR,Paraná,Sul,82759,1999.37,2349129.73,28385.19
Novo Aurora,RS,Rio Grande do Sul,Sul,7087,1696.99,206608.49,29153.17
Jaboti Real Paulista,PB,Paraíba,Nordeste,9324,1207.55,211709.31,22705.85
Ribeirão Dourado das Palmeiras,RS,Rio Grande do Sul,Sul,14960,1848.2,512476.5,34256.45
Barra Claro do Oeste,MG,Minas Gerais,Sudeste,18852,1570.3,407269.3,21603.51
Pinheiro Vitória Paulista,GO,Goiás,Centro-Oeste,3278,2236.5,136551.73,41657.03
Aracê Vitória das Palmeiras,RS,Rio Grande do Sul,Sul,31144,1695.41,697323.58,22390.3
Lagoa Verde do Leste,RS,Rio Grande do Sul,Sul,25612,1150.65,323646.15,12636.5
Aracê Claro do Oeste,PR,Paraná,Sul,45720,2053.36,1112542.47,24333.82
São Real do Leste,AP,Amapá,Norte,8468,674.41,92219.84,10890.39
Campo Belo,MA,Maranhão,Nordeste,24765,853.54,287107.84,11593.29
Cruz do Sul do Oeste,SC,Santa Catarina,Sul,31937,2157.09,1040206.22,32570.57
Ipê Horizonte,MS,Mato Grosso do Sul,Centro-Oeste,18941,1403.17,481590.51,25425.82
Lagoa Vitória,MG,Minas Gerais,Sudeste,2238,1399.79,58274.24,26038.53
Jaboti Feliz da Mata,PR,Paraná,Sul,82010,2434.32,2397630.86,29235.84
Lagoa Grande do Campo,MG,Minas Gerais,Sudeste,68077,2291.2,2610674.73,38348.85
Monte Formosa Paulista,CE,Ceará,Nordeste,20163,1250.42,378971.98,18795.42
Santo do Norte das Palmeiras,PR,Paraná,Sul,10259,1231.17,237282.57,23129.21
Vale do Norte,RS,Rio Grande do Sul,Sul,62174,1112.27,950590.94,15289.2
Ribeirão Azul da Mata,PR,Paraná,Sul,11760,2350.68,509815.84,43351.69
Vila do Sul de Minas,SP,São Paulo,Sudeste,95219,1899.2,1982167.08,20816.93
Ribeirão Claro Paulista,MS,Mato Grosso do Sul,Centro-Oeste,10558,1716.39,231006.74,21879.78
Lagoa Vitória do Campo,PA,Pará,Norte,9111,899.34,148231.84,16269.55
Coração Vista de Minas,BA,Bahia,Nordeste,16383,577.35,144756.04,8835.75
Vila dos Campos do Campo,SP,São Paulo,Sudeste,37039,1528.38,795773.31,21484.74
Campo Claro da Mata,CE,Ceará,Nordeste,82193,1055.21,1383678.52,16834.51
Porto dos Campos,SE,Sergipe,Nordeste,4154,994.63,71048.95,17103.74
Coração Feliz da Mata,AL,Alagoas,Nordeste,8341,946.29,145158.98,17403.07
Aracê dos Campos da Mata,RS,Rio Grande do Sul,Sul,25729,2529.27,949154.11,36890.44
São Formosa,SP,São Paulo,Sudeste,17230,2293.43,503414.29,29217.31
Bela Grande do Cerrado,PA,Pará,Norte,780,711.87,6014.7,7711.15
Cachoeira Feliz Colonial,RN,Rio Grande do Norte,Nordeste,7266,645.79,59101.71,8134.01
Jaboti Formosa Central,RJ,Rio de Janeiro,Sudeste,105992,1428.58,2441427.15,23034.07
Boa Branco Central,PR,Paraná,Sul,13568,2140.96,407425.06,30028.38
Santa Vitória Paulista,CE,Ceará,Nordeste,86190,568.01,658289.02,7637.65
Palmeira União,SC,Santa Catarina,Sul,13024,1728.54,305109.09,23426.68
Porto Bonita de Minas,BA,Bahia,Nordeste,60411,671.69,619821.36,10260.07
Jaboti Novo Colonial,ES,Espírito Santo,Sudeste,1353,2262.16,51604.9,38141.09
Santa Alegre,SP,São Paulo,Sudeste,9889,1875.08,244893.41,24764.22
Santa Verde Menor,MG,Minas Gerais,Sudeste,25071,1996.48,698494.85,27860.67
Boa Branco Menor,GO,Goiás,Centro-Oeste,3623,1006.58,41233.12,11380.93
Serra Real,AL,Alagoas,Nordeste,34210,882.1,427798.23,12505.06
Palmeira Formosa Paulista,PE,Pernambuco,Nordeste,34034,1013.2,424261.0,12465.8
Monte Esperança Maior,SP,São Paulo,Sudeste,6868,1499.35,114751.94,16708.2
Santa Dourado de Minas,RS,Rio Grande do Sul,Sul,4227,2129.69,130598.16,30896.18
Porto Belo Central,BA,Bahia,Nordeste,2932,1005.68,40077.67,13669.06
Campo Novo Paulista,AM,Amazonas,Norte,54714,1394.3,1311841.65,23976.34
Palmeira Bonito do Cerrado,BA,Bahia,Nordeste,2454,1134.02,44481.31,18126.04
Cruz Aurora do Leste,MT,Mato Grosso,Centro-Oeste,21359,2250.17,526688.36,24658.85
Alto Branco Menor,MG,Minas Gerais,Sudeste,6041,1640.48,111260.2,18417.51
Cachoeira Real Paulista,AL,Alagoas,Nordeste,2266,594.69,22282.91,9833.59
Pinheiro Branco,SP,São Paulo,Sudeste,21736,1792.81,480456.62,22104.19
Monte Esperança do Campo,SC,Santa Catarina,Sul,31491,1702.25,649161.48,20614.19
Santa dos Campos Central,PB,Paraíba,Nordeste,191648,1320.44,4842087.73,25265.53
Aracê Vista Central,MA,Maranhão,Nordeste,2053,656.15,19697.95,9594.72
Jaboti Bonito do Oeste,MS,Mato Grosso do Sul,Centro-Oeste,22274,1832.32,765009.64,34345.41
Jaboti Horizonte de Minas,PI,Piauí,Nordeste,9287,775.76,115873.73,12476.98
Lagoa Feliz das Palmeiras,ES,Espírito Santo,Sudeste,11418,1877.55,372741.27,32645.06
Ribeirão Claro do Leste,PB,Paraíba,Nordeste,962,944.04,11797.51,12263.52
Ribeirão do Sul,PR,Paraná,Sul,72098,1169.74,1398102.14,19391.69
Ribeirão Novo do Cerrado,PI,Piauí,Nordeste,3088,766.56,35407.02,11466.0
Ipê Grande Menor,GO,Goiás,Centro-Oeste,10219,1894.56,271017.61,26520.95
Campo da Serra Maior,GO,Goiás,Centro-Oeste,8742,1583.01,254790.92,29145.61
Monte do Norte Colonial,BA,Bahia,Nordeste,23148,1244.66,424637.24,18344.45
Ipê Belo do Leste,MA,Maranhão,Nordeste,5208,579.53,47338.43,9089.56
Porto Grande do Campo,SP,São Paulo,Sudeste,45403,2183.55,1254816.49,27637.3
Cruz da Serra Central,PB,Paraíba,Nordeste,5986,816.63,63785.94,10655.85
Jaboti das Flores Maior,RS,Rio Grande do Sul,Sul,12943,2381.33,514005.1,39712.98
Ribeirão Vista do Leste,SC,Santa Catarina,Sul,38586,1078.71,702019.08,18193.62
Novo Real das Palmeiras,RN,Rio Grande do Norte,Nordeste,3410,1155.55,74070.09,21721.43
Porto Bonita Colonial,RS,Rio Grande do Sul,Sul,11534,1094.1,214457.29,18593.49
Coração Vitória do Oeste,MG,Minas Gerais,Sudeste,843,2193.66,34153.97,40514.79
Campo Bonita,MS,Mato Grosso do Sul,Centro-Oeste,10411,1666.58,201538.97,19358.27
Santo Novo do Cerrado,MG,Minas Gerais,Sudeste,7658,2245.47,290483.28,37932.0
Barra da Serra,SP,São Paulo,Sudeste,4829,1674.03,149168.44,30890.13
Pinheiro Verde Central,BA,Bahia,Nordeste,16905,747.18,237006.8,14019.92
Rio do Norte da Mata,PI,Piauí,Nordeste,29452,1290.55,537386.56,18246.18
Serra das Flores Central,SC,Santa Catarina,Sul,5811,2492.11,158234.28,27230.13
São da Serra Paulista,SC,Santa Catarina,Sul,36170,1881.55,981519.57,27136.29
Campo Horizonte Colonial,CE,Ceará,Nordeste,7564,1239.33,112996.61,14938.74
Santo do Sul Central,MG,Minas Gerais,Sudeste,32732,2343.58,1117366.83,34136.83
Palmeira Vitória de Minas,BA,Bahia,Nordeste,30106,900.81,338770.02,11252.57
Pinheiro Alegre Paulista,PB,Paraíba,Nordeste,44348,760.34,504744.36,11381.45
Vila do Sul das Palmeiras,PA,Pará,Norte,9380,1355.39,211101.75,22505.52
Lagoa Grande Central,RS,Rio Grande do Sul,Sul,10303,1914.91,367840.56,35702.28
Vale Vitória do Cerrado,GO,Goiás,Centro-Oeste,1844,1998.94,46534.76,25235.77
Pinheiro Formosa de Minas,MA,Maranhão,Nordeste,12518,1059.52,158234.76,12640.58
Santo Aurora de Minas,MT,Mato Grosso,Centro-Oeste,1812,1588.4,53997.09,29799.72
Alto dos Campos da Mata,RS,Rio Grande do Sul,Sul,4050,1717.59,129496.51,31974.45
Pinheiro Horizonte das Palmeiras,SP,São Paulo,Sudeste,3696,1683.88,103088.38,27891.88
Alto Bonita Colonial,BA,Bahia,Nordeste,2922,1217.1,46556.11,15932.96
Jaboti Novo das Palmeiras,PA,Pará,Norte,17039,1412.64,455280.91,26719.93
Coração União do Oeste,PI,Piauí,Nordeste,22282,977.83,235625.77,10574.71
Campo Bonita do Cerrado,RS,Rio Grande do Sul,Sul,21008,1923.2,452020.06,21516.57
Aracê Feliz de Minas,SP,São Paulo,Sudeste,6852,1516.09,123525.0,18027.58
Serra Alegre Menor,CE,Ceará,Nordeste,3695,1073.32,50572.27,13686.68
Vila Vitória do Campo,PR,Paraná,Sul,43811,1985.66,1100285.99,25114.38
Boa Vista,BA,Bahia,Nordeste,9923,619.55,100955.29,10173.87
Coração dos Campos do Campo,TO,Tocantins,Norte,10805,857.29,142869.01,13222.49
Coração Belo do Leste,SC,Santa Catarina,Sul,13135,1407.44,333148.24,25363.4
Vale do Sul das Palmeiras,PE,Pernambuco,Nordeste,128282,948.06,1450612.38,11308.0
Nova Esperança,RO,Rondônia,Norte,25581,1335.82,481164.48,18809.45
Rio Feliz das Palmeiras,PA,Pará,Norte,24275,1336.29,480391.43,19789.55
Rio do Sul do Cerrado,MG,Minas Gerais,Sudeste,12092,2386.69,394356.86,32613.04
Ribeirão União,SP,São Paulo,Sudeste,47532,1175.3,636947.34,13400.39
Santo Aurora do Cerrado,MG,Minas Gerais,Sudeste,94765,1624.68,2907522.87,30681.4
Pinheiro dos Campos do Campo,MA,Maranhão,Nordeste,5792,1275.58,104231.37,17995.75
São do Sul do Oeste,RN,Rio Grande do Norte,Nordeste,977,987.44,11148.97,11411.43
Porto União do Cerrado,MG,Minas Gerais,Sudeste,4020,2073.66,120495.82,29974.08
Barra Branco,PB,Paraíba,Nordeste,8266,916.13,104415.83,12631.97
Palmeira do Norte,MS,Mato Grosso do Sul,Centro-Oeste,3081,1713.94,87059.44,28256.88
Monte Dourado,RS,Rio Grande do Sul,Sul,19479,1576.06,361175.51,18541.79
Campo Esperança Central,AL,Alagoas,Nordeste,4254,875.42,62483.86,14688.26
Barra do Vale das Palmeiras,CE,Ceará,Nordeste,34265,848.37,531617.3,15514.88
São Feliz Central,SP,São Paulo,Sudeste,84979,1967.59,3189562.8,37533.54
Alto Novo das Palmeiras,PI,Piauí,Nordeste,14470,1092.17,283418.72,19586.64
Palmeira União da Mata,RS,Rio Grande do Sul,Sul,3547,1730.56,91818.36,25886.2
Vale Dourado Central,SP,São Paulo,Sudeste,50099,1481.68,1316438.28,26276.74
Ribeirão Branco Maior,CE,Ceará,Nordeste,6420,1227.1,99781.51,15542.29
Santa Verde Maior,SP,São Paulo,Sudeste,6257,1801.63,173231.61,27686.05
Bela da Serra do Oeste,PE,Pernambuco,Nordeste,6087,654.18,70258.33,11542.36
Novo dos Campos do Oeste,MG,Minas Gerais,Sudeste,24290,2229.54,1008375.47,41514.02
Nova dos Campos Menor,GO,Goiás,Centro-Oeste,24928,1031.88,351848.16,14114.58
Aracê Formosa,RS,Rio Grande do Sul,Sul,11009,2248.95,435511.92,39559.63
Barra do Norte do Leste,PB,Paraíba,Nordeste,2463,1176.35,44807.84,18192.38
Lagoa Vitória Maior,RS,Rio Grande do Sul,Sul,2260,1573.35,44559.01,19716.38
Alto Feliz do Leste,RN,Rio Grande do Norte,Nordeste,29434,938.43,406276.64,13802.97
Lagoa Novo Central,MG,Minas Gerais,Sudeste,3600,1964.9,129962.09,36100.58
Bela Grande Colonial,PR,Paraná,Sul,6367,2221.93,161632.06,25385.91
Santa Esperança Central,PR,Paraná,Sul,17803,2114.68,568599.31,31938.4
Ipê Branco Central,SP,São Paulo,Sudeste,23156,1468.8,557165.84,24061.4
Nova Real do Leste,PR,Paraná,Sul,2492,1745.27,66622.01,26734.35
Jaboti dos Campos de Minas,MG,Minas Gerais,Sudeste,69178,1079.12,867574.73,12541.19
Bela Belo do Oeste,MG,Minas Gerais,Sudeste,6384,1864.61,180555.93,28282.57
Porto Vitória Paulista,MG,Minas Gerais,Sudeste,22148,1720.49,670386.55,30268.49
Pinheiro das Flores do Oeste,CE,Ceará,Nordeste,22474,1158.44,357796.8,15920.48
Vila da Serra do Cerrado,MG,Minas Gerais,Sudeste,3003,2433.32,108976.26,36289.13
Monte Preto Colonial,AL,Alagoas,Nordeste,33728,1060.56,569637.52,16889.16
Boa Novo da Mata,RN,Rio Grande do Norte,Nordeste,46116,1219.24,620837.86,13462.53
Cachoeira Novo Central,RS,Rio Grande do Sul,Sul,53013,1602.65,1505413.7,28397.07
Cruz Alegre das Palmeiras,MG,Minas Gerais,Sudeste,5411,1919.81,126957.7,23462.89
São Feliz do Cerrado,PR,Paraná,Sul,63937,2537.43,2341959.75,36629.18
Serra Aurora Paulista,SP,São Paulo,Sudeste,6864,2029.08,152509.43,22218.74
Porto Grande de Minas,MT,Mato Grosso,Centro-Oeste,2253,2001.31,75859.11,33670.27
Vale Belo Menor,AL,Alagoas,Nordeste,7646,904.89,112288.76,14685.95
Vila Redonda,PR,Paraná,Sul,4177,1506.34,69629.01,16669.62
Ribeirão Formosa das Palmeiras,RS,Rio Grande do Sul,Sul,60693,1602.04,1694068.08,27912.08
Cruz Verde Maior,SC,Santa Catarina,Sul,16029,2187.84,606893.41,37862.21
Campo Bonito Maior,SC,Santa Catarina,Sul,22357,1715.0,546603.52,24448.88
Pinheiro Belo Menor,PB,Paraíba,Nordeste,8933,988.27,128982.43,14438.87
Campo Real,MG,Minas Gerais,Sudeste,4033,2336.77,166290.85,41232.54
Porto do Vale Colonial,SP,São Paulo,Sudeste,1015,1154.12,21197.03,20883.77
Alto Alegre da Mata,MA,Maranhão,Nordeste,4641,631.36,36108.78,7780.39
Serra Formosa do Cerrado,MG,Minas Gerais,Sudeste,11359,2304.59,302479.53,26629.06
Aracê do Norte Maior,MG,Minas Gerais,Sudeste,11934,1609.34,297342.63,24915.59
Palmeira Azul Colonial,SP,São Paulo,Sudeste,47041,1776.8,1110875.41,23615.05
Vila União do Campo,MG,Minas Gerais,Sudeste,19734,2356.05,726025.31,36790.58
Cachoeira Azul do Campo,CE,Ceará,Nordeste,26272,591.36,229224.98,8725.07
Cruz da Serra Maior,MG,Minas Gerais,Sudeste,18273,1402.04,361089.71,19760.83
Porto União Central,TO,Tocantins,Norte,1410,629.72,16391.75,11625.35
Vila Belo do Cerrado,SP,São Paulo,Sudeste,26380,1614.52,655670.15,24854.82
